,state,vote,V201103,V201105,V201114,V201115,V201116,V201117,V201118,V201119,V201120,V201121,V201122,V201123,V201200,V201202,V201203,V201208,V201209,V201210,V201211,V201212,V201213,V201214,V201215,V201217,V201218,V201221,V201233,V201234,V201235,V201236,V201237,V201246,V201249,V201252,V201255,V201258,V201262,V201303,V201306,V201309,V201312,V201315,V201321,V201324,V201325,V201328,V201334,V201346,V201353,V201354,V201366,V201369,news,V201379,V201390,state covid,V201394,V201397,V201401,V201403,V201409,V201417,V201427,blm,V201430,V201433,V201435,V201502,V201503,V201507x,education,race,V201553,V201567,V201575,V201592,V201593,V201600,V201602,V201603,V201617x,V201620,V201626,V201627,V201628,V201639,V201640,V201651,recode education
1847,26,Joe Biden,1,1,2,1,4,5,5,1,4,1,5,5,2,4,1,2,1,2,2,5,5,5,5,1,1,-1,4,1,1,2,4,99,4,4,5,3,1,1,3,3,1,1,1,5,3,3,1,1,4,1,5,5,A great deal,2,2,About right,3,1,1,1,2,4,2,1,2,5,1,3,4,44,assoc.,Hispanic,1,3,26,2,2,2,1,1,17,1,2,2,1,2,2,2,Less than bachelor's
1848,21,Joe Biden,1,1,2,2,5,5,5,1,5,1,5,5,2,2,7,2,2,2,2,5,5,5,5,1,1,-1,2,2,2,4,2,7,4,3,4,3,1,1,3,3,1,3,1,4,3,2,2,1,2,3,3,5,A lot,2,2,About right,3,1,1,1,2,4,2,1,3,1,1,3,3,80,some college,white,1,0,36,2,2,2,1,1,2,1,1,2,0,5,5,2,Less than bachelor's
1849,13,Donald Trump,2,2,2,4,3,4,4,3,3,4,4,4,6,2,6,5,4,3,5,2,1,1,2,2,1,-1,4,1,1,3,2,3,6,7,7,5,6,1,1,1,3,3,3,2,1,1,3,3,2,3,5,4,A little,2,3,About right,3,2,3,3,1,1,1,7,3,3,1,3,3,80,some college,white,1,0,1,2,1,1,1,1,11,1,4,3,6,3,2,2,Less than bachelor's
1850,18,Donald Trump,2,2,2,1,2,4,5,1,2,1,4,4,5,2,5,5,5,5,5,2,2,3,3,2,1,2,3,1,1,3,3,3,7,5,5,7,6,3,1,3,2,3,3,2,1,1,2,2,2,2,1,4,None,1,3,About right,3,3,3,3,2,3,1,4,1,3,1,3,3,69,some college,white,1,0,18,2,2,2,1,1,8,1,4,3,3,1,2,1,Less than bachelor's
1851,6,Donald Trump,-1,-1,2,1,4,5,4,1,5,1,5,5,5,2,7,5,2,5,3,3,5,5,3,2,1,-1,4,1,1,3,3,3,4,5,5,3,1,1,1,1,2,1,1,5,3,3,1,1,2,2,3,5,None,1,2,Somewhat too strict,2,1,1,1,1,3,1,3,3,3,12,3,3,37,some college,white,1,2,6,1,2,2,1,1,8,1,4,3,1,4,4,4,Less than bachelor's
1852,34,Joe Biden,1,1,2,2,4,4,4,2,5,1,4,5,2,3,6,3,1,2,2,5,5,5,5,1,1,-1,5,1,2,4,2,6,3,1,2,1,1,1,2,2,1,1,1,5,3,2,3,1,3,3,5,5,A moderate amount,1,2,About right,3,1,1,3,2,3,3,2,2,4,5,4,3,53,master's,white,1,1,29,2,2,2,1,3,20,1,2,2,0,4,5,2,Bachelor's or more
1853,-1,Joe Biden,-1,1,2,4,2,2,3,3,4,3,3,3,5,5,5,3,3,3,3,3,3,3,3,1,1,2,4,1,2,5,4,6,6,6,6,6,6,1,1,1,1,1,1,4,2,2,2,2,2,3,4,1,None,2,3,Far too strict,3,3,3,3,2,4,1,3,3,1,11,5,5,46,prof.,Black,1,2,34,1,5,1,1,3,1,2,4,5,0,1,1,2,Bachelor's or more
1854,24,Joe Biden,1,1,2,2,5,5,5,1,5,1,5,5,1,4,7,4,4,3,3,5,5,5,5,1,1,-1,4,1,1,3,2,7,1,1,1,1,1,1,2,2,1,1,1,4,3,3,1,1,3,1,5,5,A moderate amount,2,2,Not quite strict enough,2,1,1,1,2,4,4,1,2,4,1,3,4,40,master's,white,1,1,51,1,3,1,1,1,14,1,1,2,0,5,5,3,Bachelor's or more
1855,39,Joe Biden,1,1,2,2,4,4,4,1,4,1,5,3,2,2,7,2,1,2,2,5,5,5,5,1,1,-1,2,1,2,3,2,6,4,3,4,1,1,1,2,2,1,3,1,4,3,2,2,1,3,1,5,5,A little,2,2,About right,1,3,1,1,2,4,3,1,2,4,1,1,2,26,bachelor's,Multiracial,1,0,39,2,2,2,1,1,18,1,2,2,0,5,5,3,Bachelor's or more
1856,47,Donald Trump,2,2,1,4,3,5,4,4,4,4,4,4,7,1,6,5,5,5,5,1,1,2,2,2,2,-1,3,1,2,4,3,3,6,7,5,6,5,1,1,1,2,1,2,2,1,2,3,3,2,2,3,4,A little,1,3,Somewhat too strict,2,2,2,3,1,1,2,7,1,1,1,2,3,55,some college,white,1,0,22,2,2,1,1,1,14,1,4,2,0,4,3,2,Less than bachelor's
1857,37,Donald Trump,2,-1,2,3,4,4,4,2,4,1,4,3,4,1,7,5,5,5,5,2,3,3,3,2,2,-1,5,1,1,2,2,4,6,7,7,6,5,3,1,3,2,3,2,4,3,2,2,3,2,2,5,5,None,1,2,About right,3,1,2,2,2,2,1,7,3,5,10,2,3,73,prof.,white,1,0,37,1,1,1,1,1,16,1,4,3,3,3,5,2,Bachelor's or more
1858,11,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,99,4,1,1,1,1,1,5,5,5,5,1,2,1,2,2,1,3,4,99,99,1,1,1,2,1,1,1,1,1,1,3,3,3,1,1,2,1,3,3,None,2,2,Not nearly strict enough,3,1,1,1,2,3,1,1,3,1,11,5,2,50,less than HS,white,1,0,11,1,5,2,1,1,1,1,2,3,0,3,3,2,Less than bachelor's
1859,36,Donald Trump,1,1,1,2,2,2,2,2,2,2,2,2,4,2,5,3,3,3,3,2,2,2,3,2,1,1,3,2,2,4,2,4,4,99,99,4,99,3,3,1,3,3,3,3,2,3,2,2,3,3,3,3,A moderate amount,1,3,About right,3,3,3,3,2,1,2,Haven't thought much about this,3,5,12,2,2,63,master's,Asian,3,0,36,2,3,1,1,3,1,1,2,2,0,3,3,3,Bachelor's or more
1860,35,Joe Biden,1,1,2,2,3,4,4,2,4,3,4,4,4,3,3,2,1,2,2,4,5,5,4,1,1,2,2,1,2,3,3,6,4,4,4,4,4,1,3,1,1,3,1,4,3,2,1,2,2,1,3,4,A moderate amount,1,2,About right,3,1,1,1,2,3,1,3,3,2,2,4,4,58,bachelor's,Hispanic,1,0,35,2,3,1,2,1,10,1,3,2,1,3,2,2,Bachelor's or more
1861,20,Joe Biden,1,1,2,2,5,5,5,1,5,1,5,5,1,4,6,2,3,3,3,5,5,5,5,1,1,-1,4,1,1,2,2,5,1,1,1,2,1,1,2,2,1,2,1,5,3,1,1,1,2,3,5,4,A moderate amount,1,2,Not nearly strict enough,1,1,1,1,2,3,1,1,2,5,12,2,2,40,bachelor's,white,1,3,20,2,2,2,1,1,4,1,1,2,0,5,5,2,Bachelor's or more
1862,36,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,2,4,6,2,2,2,1,5,5,5,5,1,1,1,4,1,1,3,3,7,3,2,2,3,1,1,2,3,3,1,1,5,3,3,1,1,3,1,5,5,A lot,1,2,About right,3,1,1,1,2,3,1,1,2,4,5,4,3,63,bachelor's,white,1,0,36,2,1,2,1,1,21,1,2,2,0,5,5,3,Bachelor's or more
1863,55,Donald Trump,1,1,1,5,1,5,5,1,1,1,5,1,4,1,6,5,5,5,5,1,1,1,3,2,2,2,3,1,1,2,3,1,7,7,1,99,99,1,3,3,2,3,3,1,2,1,1,2,4,2,1,5,A little,2,2,About right,3,1,1,1,1,3,1,Haven't thought much about this,3,3,12,5,1,34,bachelor's,Multiracial,2,3,55,2,1,2,1,1,17,1,3,2,2,4,5,1,Bachelor's or more
1864,4,Donald Trump,2,2,2,3,5,5,5,2,5,1,5,5,7,1,6,5,5,5,5,1,1,1,1,2,1,-1,4,1,1,2,3,1,5,7,7,7,7,2,1,1,2,3,2,2,3,1,3,3,2,2,4,5,None,2,3,Somewhat too strict,3,1,2,2,1,1,1,7,3,1,1,3,3,77,assoc.,white,2,0,6,2,2,1,1,1,13,1,4,3,0,1,2,2,Less than bachelor's
1865,12,Joe Biden,2,2,2,1,5,5,5,1,5,1,5,5,2,2,7,1,1,1,1,5,5,5,5,1,1,2,4,1,1,2,3,6,99,3,1,1,1,1,3,1,1,1,1,3,3,3,1,1,3,3,5,4,A lot,1,2,Not nearly strict enough,2,1,1,3,2,3,2,1,2,3,10,4,4,68,HS,white,1,0,9,2,2,2,1,1,11,1,3,2,2,2,5,2,Less than bachelor's
1866,12,Donald Trump,-1,2,1,3,3,5,5,3,5,4,3,5,6,1,5,5,5,5,5,1,1,2,3,2,2,2,3,1,1,3,2,1,7,7,7,7,7,2,1,1,2,1,3,1,2,1,3,3,2,2,5,1,None,1,3,Somewhat too strict,3,3,2,2,1,2,1,7,1,5,12,3,3,66,assoc. academ.,Native,1,0,36,2,1,1,1,1,7,1,4,1,7,5,2,3,Less than bachelor's
1867,42,Joe Biden,1,-1,2,2,4,4,4,2,4,2,4,4,2,3,3,4,5,3,2,4,5,3,3,1,2,-1,3,2,2,3,3,7,2,1,3,6,2,1,2,1,1,1,1,2,2,2,2,3,2,2,4,4,A lot,1,3,About right,3,1,3,3,2,3,1,Haven't thought much about this,2,5,10,3,3,39,less than HS,white,1,0,42,2,2,2,3,3,3,1,4,3,0,4,4,5,Less than bachelor's
1868,21,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,99,2,7,1,3,1,2,5,5,5,5,1,2,1,3,1,1,2,3,99,99,99,99,1,99,1,3,3,1,2,3,5,3,2,2,1,1,2,5,4,A little,2,2,Not nearly strict enough,1,1,3,1,2,3,1,1,3,2,11,3,2,31,other,Black,1,3,21,2,5,2,2,1,4,1,1,5,0,5,5,2,Other/No answer
1869,28,Joe Biden,1,1,2,5,1,1,1,5,1,1,1,3,99,2,6,1,1,2,3,2,5,5,5,1,2,-1,5,1,1,2,3,7,99,1,5,1,99,1,3,1,1,1,3,3,1,1,2,1,3,2,5,3,A moderate amount,1,2,Not nearly strict enough,1,1,1,1,2,2,1,1,2,1,11,1,1,67,less than HS,Black,1,0,1,2,2,2,1,3,-9,-9,3,1,-9,2,5,1,Less than bachelor's
1870,42,Joe Biden,1,2,2,3,3,3,2,2,3,3,3,2,4,3,6,2,2,2,3,5,5,3,5,1,1,1,3,1,1,4,2,5,4,4,5,5,3,1,3,3,1,1,1,4,3,1,3,1,3,3,4,5,A moderate amount,1,2,About right,3,1,1,1,2,3,2,3,3,2,1,3,3,78,assoc.,white,1,2,42,2,3,1,1,1,7,1,2,4,2,3,3,3,Less than bachelor's
1871,39,Donald Trump,2,-1,1,4,3,2,3,3,4,4,3,3,7,2,7,5,5,5,5,1,2,2,2,2,2,1,3,1,1,3,2,99,5,5,99,5,99,3,1,1,2,1,3,2,1,2,2,2,3,2,3,4,A little,2,3,Somewhat too strict,2,1,3,1,1,1,1,7,1,2,2,3,3,49,some college,white,1,0,39,1,3,1,1,1,12,1,4,2,2,2,3,3,Less than bachelor's
1872,6,Donald Trump,2,2,1,3,5,5,4,2,5,3,5,4,6,2,5,4,5,3,4,1,1,2,3,2,2,1,3,2,1,4,3,2,5,7,6,6,6,3,1,1,2,1,2,1,3,1,3,3,1,2,5,5,None,1,1,Far too strict,1,1,2,1,1,2,1,5,3,1,1,2,3,43,bachelor's,white,1,2,6,2,2,1,1,1,21,1,3,3,2,2,2,3,Bachelor's or more
1873,6,Donald Trump,-1,-1,1,3,3,3,3,4,2,4,2,3,3,6,2,5,4,5,4,1,1,1,1,2,2,-1,2,1,1,4,3,5,1,4,4,7,1,3,3,3,1,3,1,2,2,1,2,2,3,3,3,3,None,1,3,About right,3,1,1,3,1,1,2,4,2,4,7,3,2,38,prof.,white,3,0,59,2,3,1,4,3,9,1,2,2,2,3,2,4,Bachelor's or more
1874,53,Joe Biden,1,1,2,2,3,3,4,1,4,1,5,4,3,3,6,3,4,4,4,5,5,5,5,1,2,2,3,1,2,4,2,4,4,4,4,6,2,1,2,3,3,3,1,4,3,1,3,1,2,1,5,4,A moderate amount,1,2,About right,3,1,1,1,2,4,2,4,2,2,1,3,3,51,bachelor's,white,1,0,53,2,2,2,1,1,10,1,2,3,0,5,5,3,Bachelor's or more
1875,11,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,4,3,5,2,1,1,1,5,5,5,5,1,1,2,3,1,1,3,2,6,3,99,99,99,1,3,3,3,3,3,1,5,3,3,1,1,5,3,5,4,A lot,1,2,About right,3,1,1,1,2,3,1,Haven't thought much about this,2,3,3,3,3,33,master's,white,3,0,26,2,1,2,1,1,21,1,2,1,0,3,5,3,Bachelor's or more
1876,37,Donald Trump,2,-1,2,3,3,5,3,1,3,1,5,3,6,2,6,5,5,4,4,1,1,3,3,2,2,-1,3,1,1,2,4,4,5,3,7,5,6,2,1,3,3,3,3,2,2,2,3,2,2,2,5,4,None,1,3,Somewhat too strict,2,1,2,2,1,2,1,6,1,1,1,3,3,60,assoc.,white,1,0,37,1,4,1,1,1,6,1,4,5,4,4,2,2,Less than bachelor's
1877,26,Joe Biden,1,1,2,3,3,5,5,1,5,2,4,3,2,4,5,2,2,2,2,5,5,5,5,1,2,1,4,1,2,3,2,5,3,1,3,2,1,1,2,3,1,1,1,5,3,3,1,1,4,1,5,5,A moderate amount,1,2,Not quite strict enough,1,1,1,1,2,4,2,2,2,5,12,2,3,60,assoc. academ.,white,2,0,26,2,1,1,2,1,16,1,2,2,0,5,5,2,Less than bachelor's
1878,55,Donald Trump,1,1,1,4,1,1,1,4,1,4,1,1,4,1,4,5,5,5,5,2,4,2,3,2,2,-1,4,1,1,2,2,7,4,1,7,7,1,1,3,1,2,3,1,4,3,2,1,2,3,3,5,5,None,1,1,Far too strict,2,1,3,1,2,3,4,4,3,5,12,4,3,50,bachelor's,white,1,0,55,2,1,2,1,2,21,1,4,1,10,5,5,1,Bachelor's or more
1879,48,Donald Trump,2,2,1,3,3,5,4,3,3,4,3,3,7,1,6,5,5,5,5,1,3,2,3,2,2,-1,3,1,1,3,2,3,6,7,7,7,6,1,1,1,2,1,3,5,3,1,3,2,1,2,1,3,None,2,3,Far too strict,2,3,2,1,1,3,1,7,1,1,1,4,2,45,assoc. academ.,white,1,1,48,2,2,2,1,1,19,1,4,2,2,1,2,3,Less than bachelor's
1880,15,Joe Biden,1,1,-9,3,3,2,1,1,4,2,2,3,99,2,6,3,3,2,3,2,5,2,5,2,1,2,4,1,2,3,2,3,99,5,99,5,2,1,1,3,3,3,1,3,3,3,2,2,-9,1,4,4,A moderate amount,2,2,Not quite strict enough,3,1,-9,1,2,2,2,2,2,5,12,3,3,73,bachelor's,Multiracial,1,0,15,2,1,2,1,-9,12,1,3,2,0,3,3,3,Bachelor's or more
1881,29,Joe Biden,-1,-1,1,2,2,2,2,3,2,1,2,2,5,3,5,3,4,3,2,3,4,4,3,1,1,2,5,1,1,2,3,4,4,4,3,4,3,1,2,1,1,2,1,3,2,2,1,1,2,3,3,3,A moderate amount,1,2,Not quite strict enough,1,2,1,1,2,3,2,4,2,3,1,3,3,64,less than HS,white,1,0,18,1,4,1,1,1,5,1,4,1,0,2,5,3,Less than bachelor's
1882,26,Donald Trump,-1,-1,1,2,1,1,1,1,3,3,3,3,6,2,7,5,5,5,5,2,5,3,3,2,2,2,4,1,1,2,2,5,5,5,5,4,4,3,1,3,1,1,3,2,3,1,3,3,3,3,2,3,A little,2,3,Somewhat too strict,2,1,3,1,1,3,1,4,2,1,11,3,2,35,HS,white,1,0,26,2,2,1,1,1,8,1,4,1,-9,3,3,3,Less than bachelor's
1883,12,Donald Trump,-1,1,2,3,2,3,2,2,3,3,2,3,4,2,6,4,3,5,4,2,3,3,3,2,2,-1,4,1,1,3,3,1,4,7,4,99,1,1,2,3,2,1,1,3,3,1,1,2,3,2,2,3,None,1,2,Somewhat too strict,2,1,1,1,2,3,2,1,3,3,2,3,1,29,assoc.,white,1,0,12,1,1,1,1,1,11,1,1,3,0,3,3,3,Less than bachelor's
1884,4,Donald Trump,5,5,2,3,4,3,3,2,4,2,4,5,5,2,4,4,3,3,4,3,2,4,4,2,1,2,3,2,1,4,2,5,4,4,5,5,3,1,2,1,3,1,3,2,2,1,3,1,1,3,4,4,A moderate amount,2,2,Not nearly strict enough,3,3,1,1,1,3,1,5,3,1,1,3,3,47,bachelor's,white,1,2,24,2,3,1,1,1,21,1,3,2,0,4,5,2,Bachelor's or more
1885,48,Joe Biden,2,-1,2,1,5,5,5,1,5,1,5,5,4,4,4,2,2,2,2,5,5,2,5,1,1,2,2,1,1,3,2,5,4,1,1,99,7,1,2,1,1,2,3,4,3,3,2,1,1,2,5,5,A little,1,2,Not quite strict enough,2,1,1,3,2,3,1,4,3,3,2,4,2,34,assoc.,Hispanic,3,3,48,1,5,2,1,1,21,2,2,2,0,3,4,3,Less than bachelor's
1886,42,Donald Trump,2,2,1,5,3,3,2,3,3,5,3,3,7,1,6,5,5,5,5,1,1,2,1,2,2,2,3,1,1,2,2,99,7,7,4,4,5,1,1,1,2,1,3,1,2,1,3,3,2,2,1,5,None,2,3,Far too strict,2,1,3,1,1,1,1,7,1,1,11,1,1,31,HS,white,1,2,45,2,1,1,1,1,20,1,4,4,0,3,3,2,Less than bachelor's
1887,48,Donald Trump,2,2,1,3,3,2,3,2,3,2,3,3,6,1,6,5,4,5,5,1,1,1,1,2,1,1,3,1,2,3,2,4,7,7,7,4,4,3,1,1,3,3,3,3,3,1,3,3,2,2,1,3,None,2,3,About right,3,3,3,1,1,3,1,7,3,1,1,3,3,63,master's,white,1,0,1,2,5,2,1,1,19,1,3,3,2,3,3,1,Bachelor's or more
1888,40,Joe Biden,1,1,2,3,5,5,5,1,5,1,5,5,4,4,4,1,1,1,2,5,5,5,5,1,1,-1,4,1,1,3,2,5,2,1,3,2,1,1,2,3,1,1,1,4,3,2,2,1,3,1,5,5,A moderate amount,1,2,Not nearly strict enough,2,1,1,1,2,3,2,1,2,4,10,3,3,36,bachelor's,white,1,2,40,1,5,1,1,1,17,1,2,2,1,4,3,2,Bachelor's or more
1889,6,Joe Biden,1,1,2,1,4,5,4,3,4,1,5,5,2,3,7,3,2,3,3,5,5,5,5,2,1,1,3,1,1,2,2,7,1,1,2,1,1,1,2,2,1,1,1,4,3,3,1,1,4,1,5,5,A lot,1,2,Not nearly strict enough,3,1,1,1,2,4,4,1,2,5,9,4,4,41,master's,white,1,1,6,2,3,2,1,3,18,1,1,3,0,4,5,3,Bachelor's or more
1890,42,Joe Biden,1,1,2,1,3,5,4,2,3,2,5,3,3,4,6,3,2,3,1,5,5,1,5,1,2,1,4,1,1,4,2,4,99,3,4,1,5,1,3,3,3,1,1,2,3,2,3,1,2,1,5,4,A lot,1,2,Not nearly strict enough,2,1,1,1,2,3,1,2,2,5,10,3,3,80,master's,white,2,0,42,2,2,1,1,1,8,1,3,3,4,2,3,2,Bachelor's or more
1891,12,Donald Trump,-1,2,1,3,2,4,4,3,2,2,3,3,6,7,6,3,4,3,3,2,2,2,2,2,1,1,4,1,2,4,3,4,5,2,6,6,1,1,1,1,3,1,1,1,1,1,3,2,4,3,3,4,None,1,2,About right,3,3,3,1,1,2,1,7,1,4,1,2,2,55,some college,white,1,0,12,2,2,1,1,1,12,1,4,4,5,3,3,2,Less than bachelor's
1892,24,Joe Biden,1,1,2,1,4,5,5,1,5,1,5,5,4,4,1,1,1,1,1,5,5,5,5,1,1,1,2,1,1,4,3,7,6,1,5,1,1,1,1,1,1,1,1,4,3,2,3,1,5,3,5,5,A lot,1,2,About right,3,1,1,1,1,3,1,1,2,1,11,3,3,54,master's,Black,3,2,59,2,3,1,1,3,10,1,3,3,0,3,3,3,Bachelor's or more
1893,15,Joe Biden,1,1,2,3,4,2,2,2,2,1,3,2,4,3,4,2,2,2,2,5,5,5,5,1,1,1,4,1,1,2,4,5,2,1,7,7,1,1,1,1,3,1,1,2,3,3,1,1,1,1,4,4,A moderate amount,2,2,About right,1,1,1,1,2,4,2,1,2,5,12,3,3,67,HS,Asian,1,0,15,2,1,1,1,1,8,1,2,1,0,3,5,2,Less than bachelor's
1894,26,Donald Trump,2,-1,1,3,3,3,3,3,3,3,3,3,6,1,7,3,3,3,3,2,3,2,2,2,1,1,3,2,2,3,2,1,4,7,7,4,1,1,1,1,3,3,1,2,1,3,2,2,5,2,3,5,A little,2,2,About right,3,1,1,1,1,3,2,1,2,3,11,3,2,25,bachelor's,white,1,0,26,1,1,2,1,1,17,1,4,1,1,3,5,1,Bachelor's or more
1895,48,Donald Trump,2,5,1,5,1,5,3,4,5,4,4,1,7,1,7,5,5,4,5,1,1,2,1,2,2,-1,4,1,1,2,2,1,7,7,7,7,6,3,1,1,2,1,2,1,1,1,3,3,1,2,3,4,A little,2,3,Somewhat too strict,2,3,2,1,1,1,1,7,1,1,1,1,2,-9,master's,white,-9,1,48,-9,-9,2,1,1,-9,1,4,1,-9,5,5,1,Bachelor's or more
1896,37,Joe Biden,2,1,2,1,5,4,4,1,5,1,5,5,4,4,4,3,4,3,3,5,5,5,5,1,1,-1,4,1,1,3,4,5,4,5,3,99,3,1,3,3,3,3,1,4,3,3,1,1,2,1,4,3,A little,1,2,About right,3,1,1,1,2,4,2,4,3,1,11,4,4,63,assoc. academ.,white,1,0,37,1,5,2,1,3,4,1,1,2,0,2,5,4,Less than bachelor's
1897,47,Joe Biden,1,2,2,1,3,3,4,1,3,1,3,3,3,2,7,2,2,1,1,5,5,5,5,2,1,1,4,1,1,2,4,99,99,7,4,1,2,1,2,2,3,3,1,4,3,3,2,1,2,1,5,4,A lot,2,2,Not quite strict enough,2,1,1,1,1,3,3,1,2,2,12,3,3,43,bachelor's,white,1,0,51,2,3,2,1,1,14,1,2,2,4,5,5,2,Bachelor's or more
1898,29,Donald Trump,2,2,2,3,3,3,3,2,3,3,5,3,6,2,6,5,4,5,5,1,2,1,2,2,1,-1,3,1,1,4,2,3,4,7,5,4,2,3,1,1,2,1,1,2,1,2,3,2,2,2,5,3,A little,2,3,Not quite strict enough,3,3,3,1,1,3,3,5,1,1,1,2,2,53,some college,white,1,0,29,2,1,2,1,1,21,1,3,1,-9,2,5,1,Less than bachelor's
1899,48,Donald Trump,2,2,2,2,4,5,5,1,5,3,5,5,6,1,5,5,4,4,4,2,3,3,3,2,1,-1,3,1,2,4,2,4,5,5,6,6,6,1,1,1,3,1,3,2,3,1,3,2,2,2,5,5,None,1,2,Somewhat too strict,3,1,3,1,1,3,1,6,1,4,11,3,2,64,prof.,white,1,0,4,2,1,2,1,1,16,1,4,3,1,2,5,3,Bachelor's or more
1900,20,Donald Trump,2,2,2,3,4,3,3,3,3,3,3,3,6,2,5,5,5,5,5,2,2,2,3,2,2,1,3,1,1,3,4,3,7,5,4,99,1,1,1,1,3,3,3,2,1,2,2,3,1,3,3,3,A little,2,3,About right,3,3,3,1,1,1,1,7,3,2,11,2,2,56,HS,white,1,0,20,2,2,1,1,3,20,1,1,2,1,3,3,3,Less than bachelor's
1901,6,Joe Biden,1,1,2,3,3,5,5,1,4,1,4,4,1,4,7,1,2,2,2,5,5,5,5,1,1,1,3,1,2,3,2,7,2,1,2,1,1,1,2,3,1,1,1,5,2,1,3,1,3,1,5,5,A lot,1,2,Not quite strict enough,1,1,1,1,2,4,3,1,2,5,9,2,2,41,prof.,white,1,2,6,2,1,1,2,1,22,1,1,2,0,5,5,3,Bachelor's or more
1902,4,Donald Trump,2,2,1,5,3,5,5,3,5,4,5,3,6,1,5,5,5,5,5,1,1,1,1,2,2,-1,4,1,1,3,4,1,7,7,7,7,7,2,1,1,2,1,2,1,1,1,3,3,2,2,5,5,None,2,3,Far too strict,2,2,2,3,1,1,2,7,1,2,1,3,1,35,master's,white,1,0,4,2,1,1,1,1,19,1,4,3,0,5,1,1,Bachelor's or more
1903,28,Joe Biden,1,1,2,4,5,5,5,1,5,1,5,5,99,3,7,1,2,1,1,5,5,5,5,1,2,2,3,1,1,2,3,5,6,5,99,2,1,1,3,3,2,3,1,4,3,3,2,1,4,2,4,5,None,2,2,Not nearly strict enough,1,1,1,1,1,1,1,2,2,3,12,4,4,65,some college,Black,1,2,28,2,1,1,1,1,4,1,1,1,0,3,3,3,Less than bachelor's
1904,17,Donald Trump,5,1,1,3,4,4,4,3,4,2,5,4,6,2,6,5,5,4,5,2,2,2,2,2,2,2,4,1,1,1,2,2,2,6,6,6,3,3,1,2,2,3,3,3,3,2,2,2,2,3,3,4,A little,2,3,About right,2,1,3,1,2,1,1,4,3,4,1,3,3,36,some college,white,1,2,17,1,3,2,2,1,16,1,4,3,3,3,2,2,Less than bachelor's
1905,53,Donald Trump,2,1,2,3,2,2,4,3,4,3,4,4,6,2,7,5,5,4,5,2,2,3,3,2,1,-1,3,1,2,3,2,4,5,4,6,5,5,3,1,1,2,1,1,2,3,1,3,2,3,2,2,5,None,2,3,About right,2,1,3,1,1,3,2,5,3,2,1,2,2,59,bachelor's,Multiracial,1,0,20,2,3,1,1,1,17,1,4,3,1,2,3,3,Bachelor's or more
1906,26,Donald Trump,2,2,1,5,1,1,1,5,1,5,1,1,7,1,6,5,5,5,5,1,1,1,1,2,2,-1,3,1,1,3,2,1,7,7,7,7,7,3,1,1,2,3,3,1,1,1,2,3,1,3,5,5,None,2,3,Far too strict,2,1,2,3,1,1,1,7,1,1,11,1,1,61,assoc.,white,1,0,26,2,1,1,1,1,21,1,4,1,25,3,3,1,Less than bachelor's
1907,22,Joe Biden,1,1,2,1,4,4,3,2,3,1,2,1,2,2,7,2,1,1,3,5,5,5,5,1,1,2,3,1,1,3,3,6,5,4,5,5,5,1,3,2,3,3,1,5,3,1,2,2,3,3,3,1,A moderate amount,1,2,Not quite strict enough,1,1,1,1,2,3,3,1,2,4,10,3,3,39,assoc.,Multiracial,1,2,22,2,3,2,2,1,2,1,3,2,3,4,3,2,Less than bachelor's
1908,-1,Donald Trump,-1,-1,2,2,3,2,3,3,4,3,4,4,4,1,6,5,4,4,5,2,2,2,3,2,1,2,4,2,2,3,3,99,99,5,5,7,7,1,3,1,2,3,3,3,1,3,3,2,3,3,1,2,A little,1,3,Far too strict,2,1,3,3,1,3,1,2,1,2,2,3,3,33,bachelor's,white,1,2,27,1,3,2,1,1,5,1,2,2,1,3,3,1,Bachelor's or more
1909,6,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,3,4,7,1,3,2,2,5,5,5,5,1,1,1,4,1,1,4,3,7,1,4,3,1,1,1,2,2,1,1,1,5,3,3,2,1,5,1,5,5,A lot,1,2,Not nearly strict enough,1,1,1,1,2,4,1,1,2,2,11,4,3,43,bachelor's,Black,1,0,28,2,4,2,1,1,10,2,1,1,0,2,5,3,Bachelor's or more
1910,-1,Joe Biden,5,-1,2,2,1,4,2,2,3,1,4,1,3,3,4,3,3,2,3,4,5,4,5,2,1,-1,4,1,1,2,2,99,3,3,3,3,2,1,3,2,3,3,1,3,3,1,3,1,4,1,4,5,A moderate amount,1,2,About right,3,1,1,1,2,2,2,2,2,2,1,3,2,27,bachelor's,Asian,3,0,25,1,4,1,1,1,17,2,2,2,0,3,3,3,Bachelor's or more
1911,1,Joe Biden,1,1,2,2,5,5,5,1,5,1,5,5,1,1,1,1,1,1,1,5,5,5,5,1,1,1,5,1,1,2,5,7,7,99,1,1,99,1,3,1,1,1,1,5,3,3,1,1,5,3,1,1,None,2,2,Not nearly strict enough,2,1,1,1,2,4,1,1,2,1,11,3,1,34,HS,Black,1,1,1,2,1,2,1,1,8,1,1,1,0,3,3,1,Less than bachelor's
